Vivado Simulator 2020.2
Time resolution is 1 ps
[DRV] reset done
           104255000: [GEN_RANDOM] tx_byte = 0a, rx_byte = 00
        882293895000: [SCB QUEUE PUSH] expected_q push = ee, size = 1
        882339455000: [DRV] tx_byte = f0, rx_byte = 00
        883335495000: [MON] tx_byte = 00, rx_byte = ee
        883335495000: [SCB PASS] expected = ee, actual = ee, q_size = 0
        883335495000: [SCB QUEUE PUSH] expected_q push = f0, size = 1
        883381055000: [DRV] tx_byte = cb, rx_byte = 00
        884377095000: [MON] tx_byte = 00, rx_byte = f0
        884377095000: [SCB PASS] expected = f0, actual = f0, q_size = 0
        884377095000: [SCB QUEUE PUSH] expected_q push = cb, size = 1
        884422655000: [DRV] tx_byte = 4d, rx_byte = 00
        885418695000: [MON] tx_byte = 00, rx_byte = cb
        885418695000: [SCB PASS] expected = cb, actual = cb, q_size = 0
        885418695000: [SCB QUEUE PUSH] expected_q push = 4d, size = 1
        885464255000: [DRV] tx_byte = df, rx_byte = 00
        886460295000: [MON] tx_byte = 00, rx_byte = 4d
        886460295000: [SCB PASS] expected = 4d, actual = 4d, q_size = 0
        886460295000: [SCB QUEUE PUSH] expected_q push = df, size = 1
        886505855000: [DRV] tx_byte = e3, rx_byte = 00
        887501895000: [MON] tx_byte = 00, rx_byte = df
        887501895000: [SCB PASS] expected = df, actual = df, q_size = 0
        887501895000: [SCB QUEUE PUSH] expected_q push = e3, size = 1
        887547455000: [DRV] tx_byte = 8c, rx_byte = 00
        888543495000: [MON] tx_byte = 00, rx_byte = e3
        888543495000: [SCB PASS] expected = e3, actual = e3, q_size = 0
        888543495000: [SCB QUEUE PUSH] expected_q push = 8c, size = 1
        888589055000: [DRV] tx_byte = 36, rx_byte = 00
        889585095000: [MON] tx_byte = 00, rx_byte = 8c
        889585095000: [SCB PASS] expected = 8c, actual = 8c, q_size = 0
        889585095000: [SCB QUEUE PUSH] expected_q push = 36, size = 1
        889630655000: [DRV] tx_byte = 31, rx_byte = 00
        890626695000: [MON] tx_byte = 00, rx_byte = 36
        890626695000: [SCB PASS] expected = 36, actual = 36, q_size = 0
        890626695000: [SCB QUEUE PUSH] expected_q push = 31, size = 1
        890672255000: [DRV] tx_byte = a3, rx_byte = 00
        891668295000: [MON] tx_byte = 00, rx_byte = 31
        891668295000: [SCB PASS] expected = 31, actual = 31, q_size = 0
        891668295000: [SCB QUEUE PUSH] expected_q push = a3, size = 1
        891713855000: [DRV] tx_byte = 8a, rx_byte = 00
        892709895000: [MON] tx_byte = 00, rx_byte = a3
        892709895000: [SCB PASS] expected = a3, actual = a3, q_size = 0
        892709895000: [SCB QUEUE PUSH] expected_q push = 8a, size = 1
        892755455000: [DRV] tx_byte = 88, rx_byte = 00
        893751495000: [MON] tx_byte = 00, rx_byte = 8a
        893751495000: [SCB PASS] expected = 8a, actual = 8a, q_size = 0
        893751495000: [SCB QUEUE PUSH] expected_q push = 88, size = 1
        893797055000: [DRV] tx_byte = 21, rx_byte = 00
        894793095000: [MON] tx_byte = 00, rx_byte = 88
        894793095000: [SCB PASS] expected = 88, actual = 88, q_size = 0
        894793095000: [SCB QUEUE PUSH] expected_q push = 21, size = 1
        894838655000: [DRV] tx_byte = 74, rx_byte = 00
        895834695000: [MON] tx_byte = 00, rx_byte = 21
        895834695000: [SCB PASS] expected = 21, actual = 21, q_size = 0
        895834695000: [SCB QUEUE PUSH] expected_q push = 74, size = 1
        895880255000: [DRV] tx_byte = d3, rx_byte = 00
        896876295000: [MON] tx_byte = 00, rx_byte = 74
        896876295000: [SCB PASS] expected = 74, actual = 74, q_size = 0
        896876295000: [SCB QUEUE PUSH] expected_q push = d3, size = 1
        896921855000: [DRV] tx_byte = 84, rx_byte = 00
        897917895000: [MON] tx_byte = 00, rx_byte = d3
        897917895000: [SCB PASS] expected = d3, actual = d3, q_size = 0
        897917895000: [SCB QUEUE PUSH] expected_q push = 84, size = 1
        897963455000: [DRV] tx_byte = 84, rx_byte = 00
        898959495000: [MON] tx_byte = 00, rx_byte = 84
        898959495000: [SCB PASS] expected = 84, actual = 84, q_size = 0
        898959495000: [SCB QUEUE PUSH] expected_q push = 84, size = 1
        899005055000: [DRV] tx_byte = ec, rx_byte = 00
        900001095000: [MON] tx_byte = 00, rx_byte = 84
        900001095000: [SCB PASS] expected = 84, actual = 84, q_size = 0
        900001095000: [SCB QUEUE PUSH] expected_q push = ec, size = 1
        900046655000: [DRV] tx_byte = 1e, rx_byte = 00
        901042695000: [MON] tx_byte = 00, rx_byte = ec
        901042695000: [SCB PASS] expected = ec, actual = ec, q_size = 0
        901042695000: [SCB QUEUE PUSH] expected_q push = 1e, size = 1
        901088255000: [DRV] tx_byte = ef, rx_byte = 00
        902084295000: [MON] tx_byte = 00, rx_byte = 1e
        902084295000: [SCB PASS] expected = 1e, actual = 1e, q_size = 0
        902084295000: [SCB QUEUE PUSH] expected_q push = ef, size = 1
        902129855000: [DRV] tx_byte = 9e, rx_byte = 00
        903125895000: [MON] tx_byte = 00, rx_byte = ef
        903125895000: [SCB PASS] expected = ef, actual = ef, q_size = 0
        903125895000: [SCB QUEUE PUSH] expected_q push = 9e, size = 1
        903171455000: [DRV] tx_byte = 53, rx_byte = 00
        904167495000: [MON] tx_byte = 00, rx_byte = 9e
        904167495000: [SCB PASS] expected = 9e, actual = 9e, q_size = 0
        904167495000: [SCB QUEUE PUSH] expected_q push = 53, size = 1
        904213055000: [DRV] tx_byte = b1, rx_byte = 00
        905209095000: [MON] tx_byte = 00, rx_byte = 53
        905209095000: [SCB PASS] expected = 53, actual = 53, q_size = 0
        905209095000: [SCB QUEUE PUSH] expected_q push = b1, size = 1
        905254655000: [DRV] tx_byte = 70, rx_byte = 00
        906250695000: [MON] tx_byte = 00, rx_byte = b1
        906250695000: [SCB PASS] expected = b1, actual = b1, q_size = 0
        906250695000: [SCB QUEUE PUSH] expected_q push = 70, size = 1
        906296255000: [DRV] tx_byte = 64, rx_byte = 00
        907292295000: [MON] tx_byte = 00, rx_byte = 70
        907292295000: [SCB PASS] expected = 70, actual = 70, q_size = 0
        907292295000: [SCB QUEUE PUSH] expected_q push = 64, size = 1
        907337855000: [DRV] tx_byte = 1b, rx_byte = 00
        908333895000: [MON] tx_byte = 00, rx_byte = 64
        908333895000: [SCB PASS] expected = 64, actual = 64, q_size = 0
        908333895000: [SCB QUEUE PUSH] expected_q push = 1b, size = 1
        908379455000: [DRV] tx_byte = 90, rx_byte = 00
        909375495000: [MON] tx_byte = 00, rx_byte = 1b
        909375495000: [SCB PASS] expected = 1b, actual = 1b, q_size = 0
        909375495000: [SCB QUEUE PUSH] expected_q push = 90, size = 1
        909421055000: [DRV] tx_byte = 61, rx_byte = 00
        910417095000: [MON] tx_byte = 00, rx_byte = 90
        910417095000: [SCB PASS] expected = 90, actual = 90, q_size = 0
        910417095000: [SCB QUEUE PUSH] expected_q push = 61, size = 1
        910462655000: [DRV] tx_byte = dc, rx_byte = 00
        911458695000: [MON] tx_byte = 00, rx_byte = 61
        911458695000: [SCB PASS] expected = 61, actual = 61, q_size = 0
        911458695000: [SCB QUEUE PUSH] expected_q push = dc, size = 1
        911504255000: [DRV] tx_byte = a5, rx_byte = 00
        912500295000: [MON] tx_byte = 00, rx_byte = dc
        912500295000: [SCB PASS] expected = dc, actual = dc, q_size = 0
        912500295000: [SCB QUEUE PUSH] expected_q push = a5, size = 1
        912545855000: [DRV] tx_byte = 4c, rx_byte = 00
        913541895000: [MON] tx_byte = 00, rx_byte = a5
        913541895000: [SCB PASS] expected = a5, actual = a5, q_size = 0
        913541895000: [SCB QUEUE PUSH] expected_q push = 4c, size = 1
        913587455000: [DRV] tx_byte = 5f, rx_byte = 00
        914583495000: [MON] tx_byte = 00, rx_byte = 4c
        914583495000: [SCB PASS] expected = 4c, actual = 4c, q_size = 0
        914583495000: [SCB QUEUE PUSH] expected_q push = 5f, size = 1
        914629055000: [DRV] tx_byte = d2, rx_byte = 00
        915625095000: [MON] tx_byte = 00, rx_byte = 5f
        915625095000: [SCB PASS] expected = 5f, actual = 5f, q_size = 0
        915625095000: [SCB QUEUE PUSH] expected_q push = d2, size = 1
        915670655000: [DRV] tx_byte = 43, rx_byte = 00
        916666695000: [MON] tx_byte = 00, rx_byte = d2
        916666695000: [SCB PASS] expected = d2, actual = d2, q_size = 0
        916666695000: [SCB QUEUE PUSH] expected_q push = 43, size = 1
        916712255000: [DRV] tx_byte = 21, rx_byte = 00
        917708295000: [MON] tx_byte = 00, rx_byte = 43
        917708295000: [SCB PASS] expected = 43, actual = 43, q_size = 0
        917708295000: [SCB QUEUE PUSH] expected_q push = 21, size = 1
        917753855000: [DRV] tx_byte = 06, rx_byte = 00
        918749895000: [MON] tx_byte = 00, rx_byte = 21
        918749895000: [SCB PASS] expected = 21, actual = 21, q_size = 0
        918749895000: [SCB QUEUE PUSH] expected_q push = 06, size = 1
        918795455000: [DRV] tx_byte = 1f, rx_byte = 00
        919791495000: [MON] tx_byte = 00, rx_byte = 06
        919791495000: [SCB PASS] expected = 06, actual = 06, q_size = 0
        919791495000: [SCB QUEUE PUSH] expected_q push = 1f, size = 1
        919837055000: [DRV] tx_byte = bc, rx_byte = 00
        920833095000: [MON] tx_byte = 00, rx_byte = 1f
        920833095000: [SCB PASS] expected = 1f, actual = 1f, q_size = 0
        920833095000: [SCB QUEUE PUSH] expected_q push = bc, size = 1
        920878655000: [DRV] tx_byte = ba, rx_byte = 00
        921874695000: [MON] tx_byte = 00, rx_byte = bc
        921874695000: [SCB PASS] expected = bc, actual = bc, q_size = 0
        921874695000: [SCB QUEUE PUSH] expected_q push = ba, size = 1
        921920255000: [DRV] tx_byte = 46, rx_byte = 00
        922916295000: [MON] tx_byte = 00, rx_byte = ba
        922916295000: [SCB PASS] expected = ba, actual = ba, q_size = 0
        922916295000: [SCB QUEUE PUSH] expected_q push = 46, size = 1
        922961855000: [DRV] tx_byte = 0d, rx_byte = 00
        923957895000: [MON] tx_byte = 00, rx_byte = 46
        923957895000: [SCB PASS] expected = 46, actual = 46, q_size = 0
        923957895000: [SCB QUEUE PUSH] expected_q push = 0d, size = 1
        924003455000: [DRV] tx_byte = 37, rx_byte = 00
        924999495000: [MON] tx_byte = 00, rx_byte = 0d
        924999495000: [SCB PASS] expected = 0d, actual = 0d, q_size = 0
        924999495000: [SCB QUEUE PUSH] expected_q push = 37, size = 1
        925045055000: [DRV] tx_byte = b0, rx_byte = 00
        926041095000: [MON] tx_byte = 00, rx_byte = 37
        926041095000: [SCB PASS] expected = 37, actual = 37, q_size = 0
        926041095000: [SCB QUEUE PUSH] expected_q push = b0, size = 1
        926086655000: [DRV] tx_byte = 92, rx_byte = 00
        927082695000: [MON] tx_byte = 00, rx_byte = b0
        927082695000: [SCB PASS] expected = b0, actual = b0, q_size = 0
        927082695000: [SCB QUEUE PUSH] expected_q push = 92, size = 1
        927128255000: [DRV] tx_byte = f3, rx_byte = 00
        928124295000: [MON] tx_byte = 00, rx_byte = 92
        928124295000: [SCB PASS] expected = 92, actual = 92, q_size = 0
        928124295000: [SCB QUEUE PUSH] expected_q push = f3, size = 1
        928169855000: [DRV] tx_byte = b7, rx_byte = 00
        929165895000: [MON] tx_byte = 00, rx_byte = f3
        929165895000: [SCB PASS] expected = f3, actual = f3, q_size = 0
        929165895000: [SCB QUEUE PUSH] expected_q push = b7, size = 1
        929211455000: [DRV] tx_byte = 0a, rx_byte = 00
        930207495000: [MON] tx_byte = 00, rx_byte = b7
        930207495000: [SCB PASS] expected = b7, actual = b7, q_size = 0
        930207495000: [SCB QUEUE PUSH] expected_q push = 0a, size = 1
        930253055000: [DRV] tx_byte = 8b, rx_byte = 00
        931249095000: [MON] tx_byte = 00, rx_byte = 0a
        931249095000: [SCB PASS] expected = 0a, actual = 0a, q_size = 0
        931249095000: [SCB QUEUE PUSH] expected_q push = 8b, size = 1
        931294655000: [DRV] tx_byte = 0d, rx_byte = 00
        932290695000: [MON] tx_byte = 00, rx_byte = 8b
        932290695000: [SCB PASS] expected = 8b, actual = 8b, q_size = 0
        932290695000: [SCB QUEUE PUSH] expected_q push = 0d, size = 1
        932336255000: [DRV] tx_byte = 49, rx_byte = 00
        933332295000: [MON] tx_byte = 00, rx_byte = 0d
        933332295000: [SCB PASS] expected = 0d, actual = 0d, q_size = 0
        933332295000: [SCB QUEUE PUSH] expected_q push = 49, size = 1
        933377855000: [DRV] tx_byte = 97, rx_byte = 00
        934373895000: [MON] tx_byte = 00, rx_byte = 49
        934373895000: [SCB PASS] expected = 49, actual = 49, q_size = 0
        934373895000: [SCB QUEUE PUSH] expected_q push = 97, size = 1
        934419455000: [DRV] tx_byte = 5d, rx_byte = 00
        935415495000: [MON] tx_byte = 00, rx_byte = 97
        935415495000: [SCB PASS] expected = 97, actual = 97, q_size = 0
        935415495000: [SCB QUEUE PUSH] expected_q push = 5d, size = 1
        935461055000: [DRV] tx_byte = 2d, rx_byte = 00
        936457095000: [MON] tx_byte = 00, rx_byte = 5d
        936457095000: [SCB PASS] expected = 5d, actual = 5d, q_size = 0
        936457095000: [SCB QUEUE PUSH] expected_q push = 2d, size = 1
        936502655000: [DRV] tx_byte = 19, rx_byte = 00
        937498695000: [MON] tx_byte = 00, rx_byte = 2d
        937498695000: [SCB PASS] expected = 2d, actual = 2d, q_size = 0
        937498695000: [SCB QUEUE PUSH] expected_q push = 19, size = 1
        937544255000: [DRV] tx_byte = 4d, rx_byte = 00
        938540295000: [MON] tx_byte = 00, rx_byte = 19
        938540295000: [SCB PASS] expected = 19, actual = 19, q_size = 0
        938540295000: [SCB QUEUE PUSH] expected_q push = 4d, size = 1
        938585855000: [DRV] tx_byte = b6, rx_byte = 00
        939581895000: [MON] tx_byte = 00, rx_byte = 4d
        939581895000: [SCB PASS] expected = 4d, actual = 4d, q_size = 0
        939581895000: [SCB QUEUE PUSH] expected_q push = b6, size = 1
        939627455000: [DRV] tx_byte = b9, rx_byte = 00
        940623495000: [MON] tx_byte = 00, rx_byte = b6
        940623495000: [SCB PASS] expected = b6, actual = b6, q_size = 0
        940623495000: [SCB QUEUE PUSH] expected_q push = b9, size = 1
        940669055000: [DRV] tx_byte = 30, rx_byte = 00
        941665095000: [MON] tx_byte = 00, rx_byte = b9
        941665095000: [SCB PASS] expected = b9, actual = b9, q_size = 0
        941665095000: [SCB QUEUE PUSH] expected_q push = 30, size = 1
        941710655000: [DRV] tx_byte = 6d, rx_byte = 00
        942706695000: [MON] tx_byte = 00, rx_byte = 30
        942706695000: [SCB PASS] expected = 30, actual = 30, q_size = 0
        942706695000: [SCB QUEUE PUSH] expected_q push = 6d, size = 1
        942752255000: [DRV] tx_byte = f4, rx_byte = 00
        943748295000: [MON] tx_byte = 00, rx_byte = 6d
        943748295000: [SCB PASS] expected = 6d, actual = 6d, q_size = 0
        943748295000: [SCB QUEUE PUSH] expected_q push = f4, size = 1
        943793855000: [DRV] tx_byte = b0, rx_byte = 00
        944789895000: [MON] tx_byte = 00, rx_byte = f4
        944789895000: [SCB PASS] expected = f4, actual = f4, q_size = 0
        944789895000: [SCB QUEUE PUSH] expected_q push = b0, size = 1
        944835455000: [DRV] tx_byte = 1a, rx_byte = 00
        945831495000: [MON] tx_byte = 00, rx_byte = b0
        945831495000: [SCB PASS] expected = b0, actual = b0, q_size = 0
        945831495000: [SCB QUEUE PUSH] expected_q push = 1a, size = 1
        945877055000: [DRV] tx_byte = 11, rx_byte = 00
        946873095000: [MON] tx_byte = 00, rx_byte = 1a
        946873095000: [SCB PASS] expected = 1a, actual = 1a, q_size = 0
        946873095000: [SCB QUEUE PUSH] expected_q push = 11, size = 1
        946918655000: [DRV] tx_byte = a6, rx_byte = 00
        947914695000: [MON] tx_byte = 00, rx_byte = 11
        947914695000: [SCB PASS] expected = 11, actual = 11, q_size = 0
        947914695000: [SCB QUEUE PUSH] expected_q push = a6, size = 1
        947960255000: [DRV] tx_byte = 9a, rx_byte = 00
        948956295000: [MON] tx_byte = 00, rx_byte = a6
        948956295000: [SCB PASS] expected = a6, actual = a6, q_size = 0
        948956295000: [SCB QUEUE PUSH] expected_q push = 9a, size = 1
        949001855000: [DRV] tx_byte = 99, rx_byte = 00
        949997895000: [MON] tx_byte = 00, rx_byte = 9a
        949997895000: [SCB PASS] expected = 9a, actual = 9a, q_size = 0
        949997895000: [SCB QUEUE PUSH] expected_q push = 99, size = 1
        950043455000: [DRV] tx_byte = 16, rx_byte = 00
        951039495000: [MON] tx_byte = 00, rx_byte = 99
        951039495000: [SCB PASS] expected = 99, actual = 99, q_size = 0
        951039495000: [SCB QUEUE PUSH] expected_q push = 16, size = 1
        951085055000: [DRV] tx_byte = 97, rx_byte = 00
        952081095000: [MON] tx_byte = 00, rx_byte = 16
        952081095000: [SCB PASS] expected = 16, actual = 16, q_size = 0
        952081095000: [SCB QUEUE PUSH] expected_q push = 97, size = 1
        952126655000: [DRV] tx_byte = 08, rx_byte = 00
